id,id_ks,id_participant
495,9821622,111
496,9821622,376
497,9821622,132
498,9821622,147
499,9821622,208
500,9324796,377
501,9324796,378
502,9324796,106
503,9324796,242
504,9324796,178
505,9463366,379
506,9463366,217
507,9463366,64
508,9463366,380
509,9463366,381
510,9389121,382
511,9900583,383
512,9900583,384
513,9853743,385
514,9853743,386
515,9853743,387
516,9853743,388
517,9853743,389
518,9778356,390
519,9413181,4
520,9413181,159
521,9413181,391
522,9413181,392
523,9413181,191
524,9694256,393
525,9694256,394
526,9694256,278
527,9833126,395
528,9833126,396
529,9833126,161
530,9833126,397
531,9833126,398
532,9833126,399
533,9833126,400
534,9833126,73
535,9833126,401
536,9833126,402
537,9827087,126
538,9606813,403
539,9606813,404
540,9601513,405
541,9601513,350
542,9528330,406
543,9528330,407
544,9528330,408
545,9528330,409
546,9756152,410
547,9756152,153
548,9749109,411
549,9749109,412
550,9749109,16
551,9749109,413
552,9749109,414
553,9749109,415
554,9749109,59
555,9749109,416
556,9341183,4
557,9341183,233
558,9341183,417
559,9341183,191
560,9693171,418
561,9693171,419
562,9693171,420
563,9693171,153
564,9693171,421
565,9838932,422
566,9838932,111
567,9838932,93
568,9643117,423
569,9643117,424
570,9643117,285
571,9384165,297
572,9759001,425
573,9759001,1
574,9759001,426
575,9759001,427
576,9759001,428
577,9759001,429
578,9759001,158
579,9839901,36
580,9839901,430
581,9902958,34
582,9902958,431
583,9766148,432
584,9766148,433
585,9766148,9
586,9766148,434
587,9613086,435
588,9613086,436
589,9613086,124
590,9528261,437
591,9528261,119
592,9528261,120
593,9528261,438
594,9303251,439
595,9266819,440
596,9266819,242
597,9266819,441
598,9266819,442
599,9521451,432
600,9521451,443
601,9521451,444
602,9521451,445
603,9521451,217
604,9521451,218
605,9521451,220
606,9521451,70
607,9521451,446
608,9521451,447
609,9431156,92
610,9431156,93
611,9431156,448
612,9317337,37
613,9454898,449
614,9454898,35
615,9454898,450
616,9281479,342
617,9830016,451
618,9830016,70
619,9830016,430
620,9432813,452
621,9432813,453
622,9432813,29
623,9432813,339
624,9432813,454
625,9385814,455
626,9402197,455
627,9608867,132
628,9810039,456
629,9368291,341
630,9368291,457
631,9368291,19
632,9380821,104
633,9380821,458
634,9380821,355
635,9380821,254
636,9347873,126
637,9338079,217
638,9338079,172
639,9338079,459
640,9338079,178
641,9338079,179
642,9499049,460
643,9499049,134
644,9499049,461
645,9499049,462
646,9499049,463
647,9499049,464
648,9499049,64
649,9499049,465
650,9499049,466
651,9499049,242
652,9423603,172
653,9423603,64
654,9423603,467
655,9423603,468
656,9824647,469
657,9824647,470
658,9331525,471
659,9609049,1
660,9508831,472
661,9508831,242
662,9866767,473
663,9746113,474
664,9541816,475
665,9541816,476
666,9541816,477
667,9373411,91
668,9373411,182
669,9373411,446
670,9373411,216
671,9833637,8
672,9833637,9
673,9395790,478
674,9395790,178
675,9379462,479
676,9379462,480
677,9400529,481
678,9400529,254
679,9584264,482
680,9584264,483
681,9584264,484
682,9564675,485
683,9564675,486
684,9564675,487
685,9564675,314
686,9401675,172
687,9300646,488
688,9545375,489
689,9545375,490
690,9545375,491
691,9545375,492
692,9478962,493
693,9478962,494
694,9478962,495
695,9478962,254
696,9750459,496
697,9750459,497
698,9807358,498
699,9807358,499
700,9807358,500
701,9807358,321
702,9807358,501
703,9807358,502
704,9807358,36
705,9300362,181
706,9300362,240
707,9300362,182
708,9300362,183
709,9355931,141
710,9355931,503
711,9355931,504
712,9355931,113
713,9271234,505
714,9271234,91
715,9271234,87
716,9271234,242
717,9271234,229
718,9271253,505
719,9271253,91
720,9271253,87
721,9271253,242
722,9271253,229
723,9271268,506
724,9271268,505
725,9271268,87
726,9271268,242
727,9271268,229
728,9271289,505
729,9271289,87
730,9271289,242
731,9271289,229
732,9857520,507
733,9322794,508
734,9352696,508
735,9325762,90
736,9325762,91
737,9325762,509
738,9325762,182
739,9325762,103
740,9325762,178
741,9325762,510
742,9288182,242
743,9288182,109
744,9554812,511
745,9554812,93
746,9554812,206
747,9605429,512
748,9295097,513
749,9319225,132
750,9712081,14
751,9553576,135
752,9553576,514
753,9553576,97
754,9553576,515
755,9365276,516
756,9365276,517
757,9365276,518
758,9470256,1
759,9470256,92
760,9470256,519
761,9531021,218
762,9531021,254
763,9531021,520
764,9531021,70
765,9531021,483
766,9531021,521
767,9512935,522
768,9512935,523
769,9813612,453
770,9813612,524
771,9813612,525
772,9454732,526
773,9799374,527
774,9799374,189
775,9305124,528
776,9305124,529
777,9305124,200
778,9305124,530
779,9305124,531
780,9305124,532
781,9305124,533
782,9305124,534
783,9723128,535
784,9723128,536
785,9723128,3
786,9723128,220
787,9871318,537
788,9526096,538
789,9365613,539
790,9364894,540
791,9282644,541
792,9282644,542
793,9282644,543
794,9282644,544
795,9296712,545
796,9296712,93
797,9308232,92
798,9308232,93
799,9294808,546
800,9294808,24
801,9294808,26
802,9294808,27
803,9285424,360
804,9351661,272
805,9351661,224
806,9351661,547
807,9351661,548
808,9689357,549
809,9689357,333
810,9640944,550
811,9640944,551
812,9640944,333
813,9640944,552
814,9870874,553
815,9870874,239
816,9870874,231
817,9339834,9
818,9339834,554
819,9777494,271
820,9777494,555
821,9333675,88
822,9333675,556
823,9333675,90
824,9333675,311
825,9333675,557
826,9333675,91
827,9333675,558
828,9333675,182
829,9333675,312
830,9333675,559
831,9333675,103
832,9522677,560
833,9522677,561
834,9522677,64
835,9522677,562
836,9522677,563
837,9522677,242
838,9522677,564
839,9409574,129
840,9409574,565
841,9435539,566
842,9435539,567
843,9435539,64
844,9435539,185
845,9435539,167
846,9299019,568
847,9299019,172
848,9299019,218
849,9299019,64
850,9299019,569
851,9485044,395
852,9485044,570
853,9485044,237
854,9485044,571
855,9485044,126
856,9485044,410
857,9893821,126
858,9259593,572
859,9259593,573
860,9259593,574
861,9259593,417
862,9259593,109
863,9259593,575
864,9452864,576
865,9452864,379
866,9452864,464
867,9452864,465
868,9452864,577
869,9452864,578
870,9636378,579
871,9636378,580
872,9636378,581
873,9636378,486
874,9429283,582
875,9429283,464
876,9429283,64
877,9429283,583
878,9429283,264
879,9429283,584
880,9429283,585
881,9830713,586
882,9830713,587
883,9830713,418
884,9830713,588
885,9830713,589
886,9652432,590
887,9652432,99
888,9787835,346
889,9873257,591
890,9873257,592
891,9273190,132
892,9336874,593
893,9336874,78
894,9336874,594
895,9248329,595
896,9248329,596
897,9248329,597
898,9248329,598
899,9248329,599
900,9248329,600
901,9248329,601
902,9248329,602
903,9248329,603
904,9248329,604
905,9248329,605
906,9540595,606
907,9540595,607
908,9540595,608
909,9540595,609
910,9540595,126
911,9540595,523
912,9315355,38
913,9315355,237
914,9315355,101
915,9315355,610
916,9315355,611
917,9515673,612
918,9515673,505
919,9515673,242
920,9515673,613
921,9806022,614
922,9806022,116
923,9806022,615
924,9763436,616
925,9763436,617
926,9763436,482
927,9763436,618
928,9763436,619
929,9763436,620
930,9453421,621
931,9453421,622
932,9465052,219
933,9465052,131
934,9383607,623
935,9383607,216
936,9351158,624
937,9351158,625
938,9527678,563
939,9527678,254
940,9794685,626
941,9794685,627
942,9823393,32
943,9823393,628
944,9300654,629
945,9300654,630
946,9724808,631
947,9724808,632
948,9331120,516
949,9331120,633
950,9828263,634
951,9828263,635
952,9778783,636
953,9778783,637
954,9400257,638
955,9400257,639
956,9765854,640
957,9765854,641
958,9712395,355
959,9712395,642
960,9466640,232
961,9466640,643
962,9322222,644
963,9322222,645
964,9322222,296
965,9322222,646
966,9322222,647
967,9322222,648
968,9322222,410
969,9322222,178
970,9469917,576
971,9469917,649
972,9469917,623
973,9469917,464
974,9469917,242
975,9469917,650
976,9399058,651
977,9399058,652
978,9399058,410
979,9590952,653
980,9590952,654
981,9590952,395
982,9590952,652
983,9590952,278
984,9590952,571
985,9590952,655
986,9590952,296
987,9590952,656
988,9590952,315
989,9617548,657
990,9617548,49
991,9617548,381
992,9617548,70
993,9338411,658
994,9338411,659
995,9338411,458
996,9338411,91
997,9338411,254
998,9338411,242
999,9338411,109
1000,9338411,660
1001,9338411,521
1002,9338411,661
1003,9578396,634
1004,9578396,662
1005,9578396,8
1006,9578396,663
1007,9578396,664
1008,9578396,665
1009,9578396,666
1010,9578396,147
1011,9578396,667
1012,9578396,668
1013,9575648,301
1014,9575648,126
1015,9288620,669
1016,9288620,237
1017,9640396,616
1018,9640396,670
1019,9640396,671
1020,9640396,218
1021,9640396,381
1022,9640396,672
1023,9640396,220
1024,9632026,673
1025,9632026,674
1026,9632026,462
1027,9632026,226
1028,9632026,574
1029,9632026,254
1030,9632026,577
1031,9632026,675
1032,9425255,38
1033,9425255,516
1034,9425255,436
1035,9425255,449
1036,9425255,676
1037,9498246,395
1038,9498246,570
1039,9498246,677
1040,9498246,237
1041,9498246,571
1042,9498246,678
1043,9498246,679
1044,9498246,296
1045,9498246,410
1046,9403561,680
1047,9403561,318
1048,9403561,391
1049,9403561,254
1050,9403561,70
1051,9497845,681
1052,9497845,669
1053,9497845,237
1054,9497845,126
1055,9497845,410
1056,9391011,634
1057,9391011,682
1058,9391011,8
1059,9391011,683
1060,9391011,684
1061,9391011,652
1062,9391011,237
1063,9391011,101
1064,9391011,73
1065,9391011,685
1066,9391011,678
1067,9391011,296
1068,9391011,402
1069,9391011,410
1070,9384900,73
1071,9384900,478
1072,9557122,111
1073,9557122,686
1074,9557122,651
1075,9557122,126
1076,9557122,410
1077,9557122,687
1078,9557122,688
1079,9406593,567
1080,9406593,458
1081,9406593,502
1082,9406593,660
1083,9445831,616
1084,9445831,689
1085,9445831,90
1086,9445831,690
1087,9445831,559
1088,9445831,70
1089,9285964,691
1090,9285964,648
1091,9285964,410
1092,9440595,352
1093,9440595,692
1094,9440595,87
1095,9440595,693
1096,9602238,694
1097,9602238,632
1098,9602238,695
1099,9602238,696
1100,9767033,78
1101,9767033,697
1102,9767033,698
1103,9382830,28
1104,9382830,91
1105,9382830,559
1106,9382830,483
1107,9485071,90
1108,9485071,699
1109,9485071,700
1110,9818404,70
1111,9274973,701
1112,9749910,326
1113,9501491,219
1114,9357960,126
1115,9377645,126
1116,9387551,702
1117,9278628,703
1118,9312918,105
1119,9326318,704
1120,9342511,126
1121,9411329,219
1122,9360405,705
1123,9563758,706
1124,9851498,176
1125,9851498,707
1126,9606770,12
1127,9608477,581
1128,9524280,708
1129,9354661,709
1130,9277447,710
1131,9292168,126
1132,9368427,350
1133,9688552,34
1134,9705131,314
1135,9353390,711
1136,9519344,712
1137,9813648,232
1138,9883714,713
1139,9886806,245
1140,9766269,714
1141,9763720,715
1142,9837764,51
1143,9543057,217
1144,9543057,716
1145,9543057,717
1146,9590754,718
1147,9590754,70
1148,9590754,619
1149,9590754,484
1150,9364832,694
1151,9364832,718
1152,9364832,377
1153,9364832,690
1154,9364832,101
1155,9364832,719
1156,9364832,49
1157,9364832,70
1158,9364832,483
1159,9514019,720
1160,9514019,418
1161,9514019,721
1162,9514019,669
1163,9514019,237
1164,9514019,722
1165,9514019,723
1166,9514019,724
1167,9514019,613
1168,9811564,153
1169,9500209,443
1170,9500209,725
1171,9500209,726
1172,9500209,445
1173,9500209,727
1174,9500209,728
1175,9500209,729
1176,9500209,49
1177,9500209,483
1178,9301715,40
1179,9703626,730
1180,9703626,731
1181,9301344,732
1182,9301344,733
1183,9301344,334
1184,9789498,379
1185,9789498,734
1186,9789498,24
1187,9789498,735
1188,9752252,736
1189,9752252,517
1190,9752252,737
1191,9752252,738
1192,9752252,153
1193,9658400,381
1194,9658400,70
1195,9790536,651
1196,9790536,400
1197,9790536,296
1198,9790536,410
1199,9790536,739
1200,9358583,718
1201,9358583,690
1202,9358583,70
1203,9358583,483
1204,9832568,740
1205,9832568,586
1206,9832568,487
1207,9832568,741
1208,9610510,232
1209,9610510,436
1210,9610510,742
1211,9397163,743
1212,9397163,126
1213,9599852,744
1214,9599852,278
1215,9599852,745
1216,9599852,746
1217,9599852,747
1218,9304328,748
1219,9304328,749
1220,9304328,669
1221,9304328,106
1222,9304328,73
1223,9304328,91
1224,9304328,723
1225,9304328,750
1226,9558490,659
1227,9558490,502
1228,9558490,623
1229,9558490,237
1230,9558490,751
1231,9515131,752
1232,9515131,570
1233,9515131,318
1234,9515131,753
1235,9515131,754
1236,9515131,647
1237,9515131,648
1238,9515131,410
1239,9489107,395
1240,9489107,755
1241,9489107,754
1242,9489107,126
1243,9489107,410
1244,9489107,756
1245,9489107,315
1246,9425983,411
1247,9425983,38
1248,9425983,199
1249,9425983,160
1250,9425983,489
1251,9425983,757
1252,9425983,758
1253,9425983,759
1254,9425983,760
1255,9425983,414
1256,9425983,761
1257,9589627,153
1258,9589496,107
1259,9341005,762
1260,9341005,763
1261,9341005,530
1262,9341005,659
1263,9341005,458
1264,9341005,254
1265,9341005,242
1266,9341005,521
1267,9468077,764
1268,9468077,411
1269,9468077,478
1270,9468077,765
1271,9390628,616
1272,9390628,718
1273,9390628,90
1274,9390628,483
1275,9567167,766
1276,9567167,767
1277,9567167,348
1278,9567167,505
1279,9439785,690
1280,9439785,64
1281,9439785,263
1282,9439785,191
1283,9394907,198
1284,9394907,330
1285,9394907,200
1286,9394907,577
1287,9785617,651
1288,9785617,648
1289,9785617,315
1290,9785617,768
1291,9739428,769
1292,9739428,770
1293,9528547,771
1294,9528547,446
1295,9395176,772
1296,9395176,761
1297,9287126,718
1298,9287126,532
1299,9282915,773
1300,9282915,64
1301,9390862,91
1302,9390862,182
1303,9447846,219
1304,9447846,62
1305,9325480,694
1306,9325480,219
1307,9603345,774
1308,9603345,775
1309,9356014,711
1310,9356014,648
1311,9516424,776
1312,9516424,777
1313,9633952,778
1314,9633952,499
1315,9633952,96
1316,9265751,779
1317,9265751,780
1318,9460417,781
1319,9849117,782
1320,9849117,783
1321,9316517,784
1322,9316517,206
1323,9643779,97
1324,9859214,14
1325,9250417,53
1326,9250417,785
1327,9513812,63
1328,9513812,786
1329,9513812,64
1330,9513812,65
1331,9513812,722
1332,9513812,787
1333,9513812,264
1334,9304132,788
1335,9304132,789
1336,9304132,790
1337,9514411,537
1338,9252357,358
1339,9252357,791
1340,9486362,792
1341,9486362,793
1342,9486362,783
1343,9432600,794
1344,9432600,795
1345,9432600,339
1346,9432600,796
1347,9432600,495
1348,9432600,797
1349,9448131,86
1350,9448131,701
1351,9523738,798
1352,9523738,70
1353,9523738,799
1354,9301283,800
1355,9301283,801
1356,9301283,278
1357,9301283,802
1358,9301283,178
1359,9774161,232
1360,9774161,538
1361,9284322,92
1362,9284322,803
1363,9284322,554
1364,9284322,804
1365,9284322,805
1366,9635346,14
1367,9635346,806
1368,9582250,807
1369,9582250,808
1370,9582250,418
1371,9582250,809
1372,9582250,357
1373,9582250,810
1374,9582250,811
1375,9692143,812
1376,9692143,813
1377,9692143,814
1378,9286550,316
1379,9286550,360
1380,9610287,325
1381,9610287,391
1382,9610287,333
1383,9610287,552
1384,9445035,86
1385,9445035,262
1386,9401584,690
1387,9401584,64
1388,9401584,815
1389,9401584,816
1390,9465662,213
1391,9254057,817
1392,9537459,818
1393,9537459,819
1394,9278214,820
1395,9353518,458
1396,9353518,502
1397,9353518,821
1398,9353518,822
1399,9353518,178
1400,9315066,73
1401,9315066,706
1402,9315066,91
1403,9315066,823
1404,9315066,750
1405,9315066,41
1406,9315066,824
1407,9315066,780
1408,9487730,825
1409,9487730,826
1410,9487730,827
1411,9487730,113
1412,9487730,614
1413,9487730,522
1414,9487730,828
1415,9487730,829
1416,9487730,116
1417,9487730,212
1418,9487730,830
1419,9487730,334
1420,9487730,831
1421,9607848,460
1422,9607848,812
1423,9607848,832
1424,9607848,833
1425,9826314,834
1426,9826314,835
1427,9826314,389
1428,9826314,138
1429,9826314,836
1430,9237287,837
1431,9237287,838
1432,9433768,839
1433,9433768,840
1434,9433768,841
1435,9433768,842
1436,9433768,843
1437,9433768,844
1438,9433768,845
1439,9433768,846
1440,9433768,847
1441,9433768,848
1442,9433768,849
1443,9433768,850
1444,9583016,851
1445,9255270,852
1446,9255270,239
1447,9255270,853
1448,9255270,854
1449,9255270,855
1450,9255270,856
1451,9255270,158
1452,9255270,661
1453,9781812,355
1454,9781812,857
1455,9779894,858
1456,9442492,859
1457,9442492,860
1458,9442492,233
1459,9442492,109
1460,9290782,53
1461,9290782,861
1462,9290782,131
1463,9851335,862
1464,9851335,51
1465,9851335,623
1466,9851335,487
1467,9463036,863
1468,9463036,864
1469,9463036,865
1470,9463036,866
1471,9463036,867
1472,9463036,868
1473,9683276,297
1474,9683276,355
1475,9683276,220
1476,9867009,869
1477,9867009,870
1478,9867009,153
1479,9610974,395
1480,9610974,651
1481,9610974,570
1482,9610974,652
1483,9610974,871
1484,9610974,278
1485,9610974,655
1486,9610974,872
1487,9794365,873
1488,9254032,14
1489,9505799,231
1490,9505799,874
1491,9505799,875
1492,9505799,876
1493,9505799,342
1494,9505799,877
1495,9756758,878
1496,9756758,879
1497,9860345,114
1498,9860345,880
1499,9384917,97
1500,9384917,185
1501,9245338,701
1502,9245338,64
1503,9245338,191
1504,9292226,115
1505,9292226,9
1506,9330440,88
1507,9330440,90
1508,9330440,91
1509,9330440,509
1510,9330440,182
1511,9523678,881
1512,9523678,135
1513,9523678,837
1514,9523678,882
1515,9523678,883
1516,9523678,884
1517,9523678,651
1518,9523678,278
1519,9523678,885
1520,9523678,754
1521,9523678,886
1522,9523678,887
1523,9523678,888
1524,9523678,889
1525,9555460,890
1526,9555460,891
1527,9555460,892
1528,9555460,372
1529,9555460,893
1530,9778323,894
1531,9778323,895
1532,9778323,896
1533,9778323,897
1534,9778323,898
1535,9778323,832
1536,9778323,113
1537,9778323,614
1538,9778323,899
1539,9722659,137
1540,9248591,502
1541,9248591,900
1542,9248591,64
1543,9248591,901
1544,9272001,751
1545,9272001,126
1546,9272001,153
1547,9272001,750
1548,9272001,902
1549,9334462,350
1550,9334462,5
1551,9334462,903
1552,9334462,904
1553,9334462,346
1554,9334462,312
1555,9334462,430
1556,9664615,8
1557,9664615,905
1558,9664615,641
1559,9664615,906
1560,9664615,907
1561,9664615,777
1562,9323248,4
1563,9323248,465
1564,9323248,409
1565,9731387,908
1566,9731387,909
1567,9731387,910
1568,9731387,911
1569,9731387,636
1570,9731387,912
1571,9834983,301
1572,9834983,913
1573,9354450,433
1574,9354450,914
1575,9354450,915
1576,9354450,831
1577,9354450,206
1578,9232598,916
1579,9232598,917
1580,9232598,918
1581,9232598,919
1582,9232598,920
1583,9232598,921
1584,9856609,922
1585,9856609,386
1586,9856609,395
1587,9856609,923
1588,9856609,649
1589,9856609,924
1590,9856609,925
1591,9856609,926
1592,9283810,13
1593,9283810,631
1594,9283810,92
1595,9283810,927
1596,9283810,928
1597,9283810,929
1598,9631094,720
1599,9631094,104
1600,9631094,709
1601,9631094,502
1602,9631094,900
1603,9631094,233
1604,9631094,815
1605,9605172,778
1606,9605172,142
1607,9605172,196
1608,9605172,930
1609,9605172,70
1610,9832532,931
1611,9832532,386
1612,9832532,932
1613,9832532,802
1614,9832532,234
1615,9832532,933
1616,9832532,924
1617,9832532,925
1618,9313850,823
1619,9267118,934
1620,9267116,240
1621,9267030,240
1622,9267043,240
1623,9594964,935
1624,9478138,14
1625,9621008,14
1626,9444878,936
1627,9320210,545
1628,9320210,92
1629,9320210,93
1630,9430018,153
1631,9777896,293
1632,9564075,937
1633,9348574,9
1634,9296256,197
1635,9833369,938
1636,9888440,939
1637,9858871,284
1638,9858871,940
1639,9432086,941
1640,9432086,942
1641,9725864,943
1642,9725864,814
1643,9707188,944
1644,9707188,945
1645,9707188,946
1646,9662303,947
1647,9481481,479
1648,9481481,948
1649,9481481,675
1650,9269539,949
1651,9269539,530
1652,9528770,118
1653,9528770,210
1654,9528770,950
1655,9528770,407
1656,9528770,121
1657,9528770,951
1658,9528770,952
1659,9528770,953
1660,9528770,537
1661,9528770,954
1662,9690681,58
1663,9323881,955
